package_name,class_name,method_name,type,Harmony API Package Name,Harmony API Class Name,Harmony API Methods,Harmony API Type
android.service.voice,VoiceInteractionService,isActiveService,class,,,,
android.service.voice,VoiceInteractionService,createAlwaysOnHotwordDetector,class,,,,
android.service.voice,VoiceInteractionService,getDisabledShowContext,class,,,,
android.service.voice,VoiceInteractionService,onBind,class,,,,
android.service.voice,VoiceInteractionService,onGetSupportedVoiceActions,class,,,,
android.service.voice,VoiceInteractionService,onLaunchVoiceAssistFromKeyguard,class,,,,
android.service.voice,VoiceInteractionService,onReady,class,,,,
android.service.voice,VoiceInteractionService,onShutdown,class,,,,
android.service.voice,VoiceInteractionService,setDisabledShowContext,class,,,,
android.service.voice,VoiceInteractionService,setUiHints,class,,,,
android.service.voice,VoiceInteractionService,showSession,class,,,,
android.telephony,CellIdentityCdma,equals,class,,,,
android.telephony,CellIdentityCdma,getBasestationId,class,,,,
android.telephony,CellIdentityCdma,getLatitude,class,,,,
android.telephony,CellIdentityCdma,getLongitude,class,,,,
android.telephony,CellIdentityCdma,getNetworkId,class,,,,
